Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
bringsAbout,1.0,0.28743154638259355,0.2924444575213832,0.017665442547750744,0.20488244997065685,-0.039825095859331354,0.23432922360769123,0.39359243511000713,0.29986302461248243,0.3825605259227414,0.08525583496387142,-0.12538954214863973,-0.07748865214340614,0.5319083703021085,0.09627637120507748,-0.07521396435276717,-0.044383204153570506,0.3279334324376248,0.7198839453943952
characterization,0.28743154638259355,1.0,0.08935617452795822,0.218726064628797,0.21360442758541032,-0.026368212163362867,0.38585157893786104,0.25568263654529616,0.3219241710938783,0.31115667804337604,0.05110518732392218,0.20377778348795345,0.14266035195912924,0.37114944985998094,0.10825877381286857,0.009721641118323259,0.22728740636391873,0.00022759993016661207,0.31314413031139193
comparative,0.2924444575213832,0.08935617452795822,1.0,0.24442200027566738,0.21636478542813115,0.03291874822300623,-0.08281307629797936,0.12497688000348031,-0.071646974286771,0.05079390196149071,0.21186592772352625,0.1672764638041254,0.1727703939182392,0.19068210708255065,-0.03337387995531962,-0.05655702117826939,-0.03337387995531962,0.43226181245701545,0.07133400305536589
componentOf,0.017665442547750744,0.218726064628797,0.24442200027566738,1.0,0.03473754084400668,0.08990296000073812,-0.03689872288247213,0.03394527913568783,0.0841619523692653,0.05213608961186565,0.25039703703522953,0.2781240635928929,0.37389794859493686,-0.01645816426997954,-0.06178895261590829,0.20038576884602008,0.2399969299006496,0.12057881335127875,-0.09519089530489754
creation,0.20488244997065685,0.21360442758541032,0.21636478542813115,0.03473754084400668,1.0,0.014299446511004102,0.2562945154402438,0.4091990730586316,0.3859518672595282,0.35060749049003276,-0.01724729085382501,0.11685357730372127,0.11763493495211919,0.7062209570252487,0.33972045011989527,0.07052659509300385,0.08216228407257851,0.3881307545682972,0.07108017974239399
derivation,-0.039825095859331354,-0.026368212163362867,0.03291874822300623,0.08990296000073812,0.014299446511004102,1.0,-0.13465139000090273,-0.11300672943913208,-0.16010821368589198,-0.17383868151365447,0.5901936299197811,0.44246628635585505,0.19882134763527493,-0.07748031596847846,-0.11780356021633363,0.24209758294836217,0.15178218606641666,0.07610847662647977,0.025992230485794042
externalDependence,0.23432922360769123,0.38585157893786104,-0.08281307629797936,-0.03689872288247213,0.2562945154402438,-0.13465139000090273,1.0,0.4130752330136588,0.5544809879426107,0.44587572868488473,-0.24623533388577606,0.0077165337813611574,0.05476678404868985,0.3854378615858555,0.26539289699178437,-0.027667502841037687,0.05702984054347123,0.06426545636437127,0.2760080970727686
historicalDependence,0.39359243511000713,0.25568263654529616,0.12497688000348031,0.03394527913568783,0.4091990730586316,-0.11300672943913208,0.4130752330136588,1.0,0.5798895526005369,0.5410297564831393,-0.02557755086289865,0.037936343252020124,0.05550448219047498,0.5907382490598114,0.34981081810174985,0.08624957879015915,0.09068400197871387,0.09719741233544615,0.3564345786141011
instantiation,0.29986302461248243,0.3219241710938783,-0.071646974286771,0.0841619523692653,0.3859518672595282,-0.16010821368589198,0.5544809879426107,0.5798895526005369,1.0,0.7521982908396444,-0.12464683199458407,0.03495661458447143,0.01596245022655935,0.4966883818319001,0.19665661893559172,-0.006766540797213441,0.07573709767668739,0.08827149092266152,0.2647466848826855
manifestation,0.3825605259227414,0.31115667804337604,0.05079390196149071,0.05213608961186565,0.35060749049003276,-0.17383868151365447,0.44587572868488473,0.5410297564831393,0.7521982908396444,1.0,-0.12966873171697196,-0.03383414074534447,-0.041512837952879175,0.5180178072817556,-0.04438305604441495,-0.0752137133596954,-0.04438305604441495,-0.038319133202269026,0.34231702506842154
material,0.08525583496387142,0.05110518732392218,0.21186592772352625,0.25039703703522953,-0.01724729085382501,0.5901936299197811,-0.24623533388577606,-0.02557755086289865,-0.12464683199458407,-0.12966873171697196,1.0,0.4354462132205587,0.24750143458955703,-0.061022281943332146,-0.10394502090128027,0.22614151882137248,0.18386112928696222,0.11072621707528166,-0.06309497407405666
mediation,-0.12538954214863973,0.20377778348795345,0.1672764638041254,0.2781240635928929,0.11685357730372127,0.44246628635585505,0.0077165337813611574,0.037936343252020124,0.03495661458447143,-0.03383414074534447,0.4354462132205587,1.0,0.3577625015283222,0.013764227470209158,0.040572116639759626,0.20128833626250506,0.26016698602154503,0.0697498643950667,-0.1258867350849831
memberOf,-0.07748865214340614,0.14266035195912924,0.1727703939182392,0.37389794859493686,0.11763493495211919,0.19882134763527493,0.05476678404868985,0.05550448219047498,0.01596245022655935,-0.041512837952879175,0.24750143458955703,0.3577625015283222,1.0,0.08457004005586005,0.007112687779484972,0.2776102488537554,0.28712515668194627,0.10404179592574608,-0.10340611434689292
participation,0.5319083703021085,0.37114944985998094,0.19068210708255065,-0.01645816426997954,0.7062209570252487,-0.07748031596847846,0.3854378615858555,0.5907382490598114,0.4966883818319001,0.5180178072817556,-0.061022281943332146,0.013764227470209158,0.08457004005586005,1.0,0.34356421336905146,0.024018931837832783,0.14213414197652235,0.2551991578826453,0.4121483528140803
participational,0.09627637120507748,0.10825877381286857,-0.03337387995531962,-0.06178895261590829,0.33972045011989527,-0.11780356021633363,0.26539289699178437,0.34981081810174985,0.19665661893559172,-0.04438305604441495,-0.10394502090128027,0.040572116639759626,0.007112687779484972,0.34356421336905146,1.0,0.12527476749617467,0.23271542608927584,0.26620489970492617,0.11783994679675149
subCollectionOf,-0.07521396435276717,0.009721641118323259,-0.05655702117826939,0.20038576884602008,0.07052659509300385,0.24209758294836217,-0.027667502841037687,0.08624957879015915,-0.006766540797213441,-0.0752137133596954,0.22614151882137248,0.20128833626250506,0.2776102488537554,0.024018931837832783,0.12527476749617467,1.0,0.4361870049937095,-0.036571589631764274,-0.06823704597851069
subQuantityOf,-0.044383204153570506,0.22728740636391873,-0.03337387995531962,0.2399969299006496,0.08216228407257851,0.15178218606641666,0.05702984054347123,0.09068400197871387,0.07573709767668739,-0.04438305604441495,0.18386112928696222,0.26016698602154503,0.28712515668194627,0.14213414197652235,0.23271542608927584,0.4361870049937095,1.0,-0.021580624592984626,-0.040266176215579215
termination,0.3279334324376248,0.00022759993016661207,0.43226181245701545,0.12057881335127875,0.3881307545682972,0.07610847662647977,0.06426545636437127,0.09719741233544615,0.08827149092266152,-0.038319133202269026,0.11072621707528166,0.0697498643950667,0.10404179592574608,0.2551991578826453,0.26620489970492617,-0.036571589631764274,-0.021580624592984626,1.0,0.15061183429849612
triggers,0.7198839453943952,0.31314413031139193,0.07133400305536589,-0.09519089530489754,0.07108017974239399,0.025992230485794042,0.2760080970727686,0.3564345786141011,0.2647466848826855,0.34231702506842154,-0.06309497407405666,-0.1258867350849831,-0.10340611434689292,0.4121483528140803,0.11783994679675149,-0.06823704597851069,-0.040266176215579215,0.15061183429849612,1.0
