year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0
2007,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.125
2011,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
2012,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0
2013,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2
2015,0.0,0.08333333333333333,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.0,0.125,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.125,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0
2016,0.0,0.125,0.0625,0.0,0.0,0.125,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.1875,0.0625,0.125,0.0625,0.0,0.0,0.0,0.0625
2017,0.0,0.08928571428571429,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.125,0.017857142857142856,0.05357142857142857,0.03571428571428571,0.0,0.0,0.017857142857142856,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.017857142857142856,0.10714285714285714,0.03571428571428571,0.07142857142857142,0.03571428571428571
2018,0.0,0.11290322580645161,0.04838709677419355,0.0,0.016129032258064516,0.06451612903225806,0.0,0.0,0.08064516129032258,0.016129032258064516,0.08064516129032258,0.016129032258064516,0.0,0.03225806451612903,0.0,0.12903225806451613,0.06451612903225806,0.08064516129032258,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.016129032258064516,0.04838709677419355
