Stereotype,category,collective,datatype,enumeration,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type
category,1.0,0.04549384226150925,0.16198710742207031,-0.03808746217406512,0.13399140248020486,0.037980626868866794,0.22753540125716037,-0.23820272217849106,0.27244345893871974,-0.15242812694918745,-0.2071728250913787,0.21349657980983702,0.27134054305361566,0.08159511460455032,0.3637713400039956
collective,0.04549384226150925,1.0,0.07302677608683572,0.10298085282542983,0.03762332896548647,0.24465057341448193,0.03203237189521479,0.26186651614223383,-0.08965733400643414,0.2036103139269957,0.07944926259793372,-0.07259930440583238,-0.2737516851289605,0.13568707211111572,0.02487343019471286
datatype,0.16198710742207031,0.07302677608683572,1.0,0.33208739004268617,0.08781185633600828,0.039561756591948126,-0.0657453868644784,-0.06898264864458371,0.10786742893878934,-0.08546219875072317,-0.2472939923385908,-0.04521656152332192,0.1754102030788717,-0.007148438403026952,0.11378940763196137
enumeration,-0.03808746217406512,0.10298085282542983,0.33208739004268617,1.0,0.020335858152591344,0.225005513793717,-0.09664320986031316,0.15332718375867935,0.04709255204650732,0.11207260795136617,0.041624539365325036,0.06500880560043344,0.03940742307699288,0.05525038899730418,0.15221151807841696
event,0.13399140248020486,0.03762332896548647,0.08781185633600828,0.020335858152591344,1.0,-0.20833708397319356,0.1383985841908456,0.040452099814539545,0.21048550550737183,0.054845999513627154,-0.17750015475551678,0.24645555641059974,0.519903137860098,-0.023613120534687674,0.36474510229148477
kind,0.037980626868866794,0.24465057341448193,0.039561756591948126,0.225005513793717,-0.20833708397319356,1.0,-0.018317195033651056,0.2710807562344187,0.18644932902853764,0.4018013441540947,0.2813041316191212,-0.264130201046061,-0.2268788374006673,0.5427478484698994,-0.29065301467862137
mode,0.22753540125716037,0.03203237189521479,-0.0657453868644784,-0.09664320986031316,0.1383985841908456,-0.018317195033651056,1.0,-0.05305472459800826,0.22910852256613215,0.04163867002353209,0.07839805905126551,0.08375567034333632,-0.0772298139028277,0.11088088174551904,0.2483051036268581
phase,-0.23820272217849106,0.26186651614223383,-0.06898264864458371,0.15332718375867935,0.040452099814539545,0.2710807562344187,-0.05305472459800826,1.0,0.086336074726295,0.2542187561033871,0.3437260643021576,-0.07864310218019699,-0.1258842372663247,0.29103422347377633,-0.1234754756278502
quality,0.27244345893871974,-0.08965733400643414,0.10786742893878934,0.04709255204650732,0.21048550550737183,0.18644932902853764,0.22910852256613215,0.086336074726295,1.0,0.20170439242468827,0.03954358512868097,0.011995405142600436,0.1657406941903087,0.36731326606594883,0.12513085661869283
relator,-0.15242812694918745,0.2036103139269957,-0.08546219875072317,0.11207260795136617,0.054845999513627154,0.4018013441540947,0.04163867002353209,0.2542187561033871,0.20170439242468827,1.0,0.3609971042419954,0.0888664820979932,-0.2245119103642373,0.3831431379153233,-0.011614938000824462
role,-0.2071728250913787,0.07944926259793372,-0.2472939923385908,0.041624539365325036,-0.17750015475551678,0.2813041316191212,0.07839805905126551,0.3437260643021576,0.03954358512868097,0.3609971042419954,1.0,0.0062456798749614606,-0.2581306009380535,0.10260333447539254,-0.23809424431610557
roleMixin,0.21349657980983702,-0.07259930440583238,-0.04521656152332192,0.06500880560043344,0.24645555641059974,-0.264130201046061,0.08375567034333632,-0.07864310218019699,0.011995405142600436,0.0888664820979932,0.0062456798749614606,1.0,0.2145559826706451,-0.1784439774706017,0.3953641677270425
situation,0.27134054305361566,-0.2737516851289605,0.1754102030788717,0.03940742307699288,0.519903137860098,-0.2268788374006673,-0.0772298139028277,-0.1258842372663247,0.1657406941903087,-0.2245119103642373,-0.2581306009380535,0.2145559826706451,1.0,-0.07410742814027317,0.14655466260997527
subkind,0.08159511460455032,0.13568707211111572,-0.007148438403026952,0.05525038899730418,-0.023613120534687674,0.5427478484698994,0.11088088174551904,0.29103422347377633,0.36731326606594883,0.3831431379153233,0.10260333447539254,-0.1784439774706017,-0.07410742814027317,1.0,-0.09978568259227953
type,0.3637713400039956,0.02487343019471286,0.11378940763196137,0.15221151807841696,0.36474510229148477,-0.29065301467862137,0.2483051036268581,-0.1234754756278502,0.12513085661869283,-0.011614938000824462,-0.23809424431610557,0.3953641677270425,0.14655466260997527,-0.09978568259227953,1.0
