Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
abstract,1,0.009615384615384616,0.0,0,0.09805806756909202,0.009615384615384618,10.198039027185567,104.0,0.0,0.0,0.0,0,1,1,1.0,0.0
category,282,2.7115384615384617,1.0,0,3.675352375743717,13.508215085884986,1.9812278916985135,3.7692207742467616,0.0,4.0,4.0,0,17,17,1.0,16.0
collective,49,0.47115384615384615,0.0,0,1.078984876840766,1.164208364451083,3.0310464996171316,10.192559727019756,0.0,0.0,0.0,0,6,6,1.0,5.0
datatype,71,0.6826923076923077,0.0,0,1.9068828988281286,3.636202389843167,4.072884385404192,19.96075161897477,0.0,0.0,0.0,0,13,13,1.0,12.0
enumeration,48,0.46153846153846156,0.0,0,2.3726723982012268,5.629574309185961,6.778866381401653,50.19681905256476,0.0,0.0,0.0,0,20,20,2.0,18.0
event,308,2.9615384615384617,0.0,0,5.232317567265957,27.377147124719944,2.3035249325418654,5.184225147927203,0.0,4.0,4.0,0,23,23,1.0,22.0
historicalRole,23,0.22115384615384615,0.0,0,1.7006950650416162,2.892363704256907,9.559394856011876,94.49742401617509,0.0,0.0,0.0,0,17,17,1.0,16.0
historicalRoleMixin,9,0.08653846153846154,0.0,0,0.5593091599200085,0.31282673637042563,6.821350670688724,46.316605764266406,0.0,0.0,0.0,0,4,4,1.0,3.0
kind,643,6.1826923076923075,5.0,0,5.760198929744659,33.179891710231516,1.3145075567879498,2.452651242729713,1.0,9.0,8.0,0,27,27,1.0,26.0
mixin,20,0.19230769230769232,0.0,0,0.4842554705080294,0.23450336071695294,2.556330074044133,5.882100166831542,0.0,0.0,0.0,0,2,2,1.0,1.0
mode,179,1.7211538461538463,0.0,0,3.437250907534142,11.814693801344285,3.7868707135868167,18.188458903767,0.0,2.0,2.0,0,22,22,1.0,21.0
phase,174,1.6730769230769231,0.0,0,3.4876823686661895,12.163928304705003,2.5532816630851176,6.391006928834461,0.0,2.0,2.0,0,17,17,1.0,16.0
phaseMixin,20,0.19230769230769232,0.0,0,0.8369723879511682,0.7005227781926809,6.105634017888699,44.17229291907331,0.0,0.0,0.0,0,7,7,1.0,6.0
quality,144,1.3846153846153846,0.0,0,2.574360858779772,6.627333831217325,2.4696486838449516,7.602863357470683,0.0,2.0,2.0,0,15,15,1.0,14.0
quantity,16,0.15384615384615385,0.0,0,0.7073707747672167,0.5003734129947723,6.4838406271108315,48.205534333392144,0.0,0.0,0.0,0,6,6,1.0,5.0
relator,303,2.9134615384615383,2.0,0,3.6179449644095802,13.089525765496639,2.2046648405941047,5.874547907391911,0.0,4.0,4.0,0,19,19,1.0,18.0
role,400,3.8461538461538463,2.0,0,4.525589015505784,20.480955937266614,1.6524084109133719,3.1671305342027702,0.0,6.0,6.0,0,21,21,1.0,20.0
roleMixin,231,2.2211538461538463,0.0,0,5.53708894596421,30.659353995519044,4.59181012943146,24.483897095898115,0.0,2.0,2.0,0,36,36,1.0,35.0
situation,71,0.6826923076923077,0.0,0,1.8129224546947313,3.2866878267363706,3.685806815186913,16.775234684136173,0.0,0.0,0.0,0,12,12,1.0,11.0
subkind,651,6.259615384615385,2.0,0,8.736704397776654,76.33000373412993,1.6481059980072974,1.737732643600956,0.0,8.5,8.5,0,35,35,1.0,34.0
type,71,0.6826923076923077,0.0,0,1.9915570484477234,3.9662994772218076,3.8112214694642907,15.726686384625792,0.0,0.0,0.0,0,12,12,1.0,11.0
none_c,177,1.7019230769230769,0.0,0,7.0406307744948,49.57048170276325,6.3602372343497064,47.438074535612856,0.0,0.0,0.0,0,60,60,1.0,59.0
other_c,95,0.9134615384615384,0.0,0,2.5622751454198758,6.565253920836445,3.3640182362375817,12.118019305195823,0.0,0.0,0.0,0,15,15,1.0,14.0
bringsAbout,26,0.25,0.0,0,0.7851782309571069,0.616504854368932,3.2055218493772974,9.501970444826155,0.0,0.0,0.0,0,4,4,1.0,3.0
characterization,306,2.9423076923076925,1.0,0,4.246819307964887,18.035474234503358,1.8421595427328414,3.5511009723573377,0.0,4.0,4.0,0,21,21,1.0,20.0
comparative,13,0.125,0.0,0,0.8440252607456123,0.712378640776699,8.450550636278402,76.31130052382018,0.0,0.0,0.0,0,8,8,1.0,7.0
componentOf,158,1.5192307692307692,0.0,0,3.4189102028796756,11.688946975354744,3.7170547502426627,18.582601187679927,0.0,1.25,1.25,0,24,24,1.0,23.0
creation,34,0.3269230769230769,0.0,0,0.9798187636289545,0.960044809559373,3.529392092117243,13.556476938604765,0.0,0.0,0.0,0,6,6,1.0,5.0
derivation,78,0.75,0.0,0,1.7278416863832993,2.9854368932038833,3.3204195147961983,13.242497053008657,0.0,1.0,1.0,0,11,11,1.0,10.0
externalDependence,71,0.6826923076923077,0.0,0,1.8289177821654086,3.3449402539208366,3.405010679604219,12.801424595372273,0.0,0.0,0.0,0,11,11,1.0,10.0
historicalDependence,35,0.33653846153846156,0.0,0,1.0848522508956406,1.1769044062733383,4.083246586453901,18.31116061073032,0.0,0.0,0.0,0,7,7,1.0,6.0
instantiation,63,0.6057692307692307,0.0,0,1.835032706413477,3.36734503360717,3.514120220389857,12.488578012550361,0.0,0.0,0.0,0,10,10,1.0,9.0
manifestation,34,0.3269230769230769,0.0,0,1.218325348262756,1.484316654219566,5.684336962188365,39.69160681142563,0.0,0.0,0.0,0,10,10,1.0,9.0
material,274,2.6346153846153846,0.0,0,6.6157471634159695,43.768110530246446,4.969083068010102,30.77396142390792,0.0,2.0,2.0,0,51,51,1.0,50.0
mediation,463,4.451923076923077,2.0,0,5.663509165852502,32.0753360716953,1.4685954056517925,1.761820441578294,0.0,6.25,6.25,0,26,26,1.0,25.0
memberOf,46,0.4423076923076923,0.0,0,1.2213864720533838,1.491784914115011,3.8525885369843738,16.587575980512625,0.0,0.0,0.0,0,7,7,1.0,6.0
participation,116,1.1153846153846154,0.0,0,2.666977826008535,7.112770724421211,2.8420696140189983,8.175361732400889,0.0,0.0,0.0,0,14,14,1.0,13.0
participational,2,0.019230769230769232,0.0,0,0.1380002272946792,0.019044062733383122,7.1042792905642225,49.420991926182246,0.0,0.0,0.0,0,1,1,1.0,0.0
subCollectionOf,7,0.0673076923076923,0.0,0,0.5262880284333787,0.27697908887229283,8.638507550797376,78.19814794556771,0.0,0.0,0.0,0,5,5,2.0,3.0
subQuantityOf,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
termination,3,0.028846153846153848,0.0,0,0.2184113323116519,0.047703510082150846,8.144563525245676,69.20601560196235,0.0,0.0,0.0,0,2,2,1.0,1.0
triggers,15,0.14423076923076922,0.0,0,0.5104399250669124,0.26054891710231515,3.8017092528374588,14.51662892180236,0.0,0.0,0.0,0,3,3,1.0,2.0
none_r,1572,15.115384615384615,12.0,0,14.779484398108607,218.43315907393577,1.2481714243339244,1.3459107405422177,3.0,22.0,19.0,0,67,67,1.0,66.0
other_r,206,1.9807692307692308,0.0,0,5.58601021142558,31.203510082150856,4.412287829152391,23.583344023805097,0.0,1.0,1.0,0,40,40,1.0,39.0
