Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
abstract,0.0,0.975,1.0
category,3.32774691703623,0.7944444444444444,0.1404320987654321
collective,4.020318245653028,0.6706896551724137,0.0850178359096314
datatype,2.729030161487905,0.8671875,0.171875
enumeration,0.0,0.975,1.0
event,0.0,0.0,0.0
historicalRole,0.0,0.0,0.0
historicalRoleMixin,0.0,0.0,0.0
kind,4.983173690030334,0.37465753424657533,0.03687370988928504
mixin,1.4999999956719148,0.9375,0.375
mode,2.631292978083035,0.8720588235294118,0.17647058823529413
phase,3.935549504230085,0.6822289156626506,0.07098272608506315
phaseMixin,0.0,0.0,0.0
quality,0.99999999711461,0.95,0.5
quantity,0.0,0.0,0.0
relator,4.764392581543426,0.4698369565217391,0.04601843100189036
role,4.853917740327402,0.426985559566787,0.04205711008875393
roleMixin,3.09019986064621,0.8291666666666667,0.14583333333333334
situation,0.0,0.0,0.0
subkind,4.566287413385303,0.5412995594713657,0.051252692658502984
type,0.0,0.975,1.0
