Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
abstract,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
category,0.0,1.7891765696813993,0.27396946189799143,0.16558138229796782,0.13049874644055776,0.7137304102585261,0.0,0.0,0.9756936624174798,0.14688694862597756,0.7192134601985332,0.45008401765440137,0.0,0.29327966375848186,0.20033210351063413,0.7219686208551578,0.803653931782798,0.6394669037742194,0.23743255838207855,0.9161572166683367,0.32732420161171644,0.13579395875159384,0.6028782292698929,0.0,0.39170468547887427,0.0,0.27038757371015276,0.18872057382292362,0.13579395875159384,0.13579395875159384,0.13579395875159384,0.49910339017525274,0.6258639180634884,0.23393774671178502,0.18872057382292362,0.0,0.06479143399511397,0.0,0.0,0.13579395875159384
collective,0.0,0.27396946189799143,0.78763964583973,0.22383060283920675,0.02286924413154824,0.14480011262632086,0.0,0.0,0.4521108633056091,0.11950614475213595,0.40361656053204104,0.193749735321123,0.0,0.11371918410539744,0.09097174283142152,0.32523385659529885,0.35588968169186497,0.2119566764594647,0.03962074082186323,0.3693403969032334,0.11371918410539741,0.0073510991499720485,0.25556932089039786,0.0,0.33958716095827,0.0,0.1358848109306855,0.0843330096247383,0.0073510991499720485,0.0073510991499720485,0.0073510991499720485,0.17444700516192596,0.2401598329109898,0.4297142935240879,0.0843330096247383,0.0,0.27064079361679766,0.0,0.0,0.0073510991499720485
datatype,0.0,0.16558138229796782,0.22383060283920675,0.4953598817474608,0.0999560615126797,0.1755931400066586,0.0,0.0,0.31146819725521535,0.16685815826799405,0.21121064086414543,0.15208687893999762,0.0,0.10320627323081799,0.23068730099112883,0.18431249353206874,0.18963667770140402,0.07620043851106376,0.04871220998730534,0.32565268025301086,0.016772333663132244,0.003980238003047129,0.163420957613572,0.0,0.2894477177153803,0.0,0.09422195454956005,0.008095833389801854,0.003980238003047129,0.003980238003047129,0.003980238003047129,0.09938741162012507,0.12357246226403185,0.1794434494657548,0.008095833389801854,0.0,0.13882707286825097,0.0,0.0,0.003980238003047129
enumeration,0.0,0.13049874644055776,0.02286924413154824,0.0999560615126797,0.4045099417736116,0.12675212006674547,0.0,0.0,0.2784831816718037,0.07600821829414489,0.1623696209242324,0.019228018932212335,0.0,0.14196498154661577,0.13983736101727962,0.17693781588872404,0.18447609915413277,0.11089611571024396,0.08630512961507804,0.15288252048528805,0.012356333256968818,0.002935098743808609,0.23785153711884288,0.0,0.23785153711884294,0.0,0.01922801893221232,0.005968212860465713,0.002935098743808609,0.002935098743808609,0.002935098743808609,0.16548103786607055,0.2116591262928167,0.01922801893221235,0.005968212860465713,0.0,0.005968212860465713,0.0,0.0,0.002935098743808609
event,0.0,0.7137304102585261,0.14480011262632086,0.1755931400066586,0.12675212006674547,1.6751977527536916,0.0,0.0,0.7674000941009665,0.1501492348691728,0.7575006180996731,0.33556262298932565,0.0,0.25961098007453065,0.24378438652660261,0.6761516396388203,0.7895489592794637,0.7895963387793723,0.5272997580716337,0.9367407833561591,0.3766432465343878,0.13579395875159367,0.567444458424094,0.0,0.3731695635613098,0.0,0.22423079262812773,0.22863187358286124,0.13579395875159367,0.13579395875159367,0.13579395875159367,0.5273150065769889,0.4698761811018447,0.19367985853101594,0.22863187358286124,0.0,0.03489189194386738,0.0,0.0,0.13579395875159367
historicalRole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historicalRoleMixin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kind,0.0,0.9756936624174798,0.4521108633056091,0.31146819725521535,0.2784831816718037,0.7674000941009665,0.0,0.0,2.2629354538632005,0.16561805986007833,0.7353043734212678,0.4334942455114723,0.0,0.1842227270835638,0.2364742616378676,1.0855567492916522,1.2204268017783173,0.593805320929654,0.17415368337380055,1.1716722096335228,0.2176960236037775,0.03728396681479154,0.6871309782039978,0.0,0.802860826984873,0.0,0.4741393130578371,0.07699477554098581,0.03728396681479154,0.03728396681479154,0.03728396681479154,0.971498421869483,0.8441078092801035,0.32250221501596193,0.07699477554098581,0.0,0.186622953548925,0.0,0.0,0.03728396681479154
mixin,0.0,0.14688694862597756,0.11950614475213595,0.16685815826799405,0.07600821829414489,0.1501492348691728,0.0,0.0,0.16561805986007833,0.5011468423941994,0.216997601510884,0.2851042545368663,0.0,0.23860188216720357,0.20561686658379186,0.20121764024994404,0.3172551579019536,0.09736226058552476,0.027142600108286674,0.19301834920300948,0.08042421870030826,0.005062719273144778,0.21121683829424598,0.0,0.17912111761454697,0.0,0.1000682522077953,0.010300905848700873,0.005062719273144778,0.005062719273144778,0.005062719273144778,0.1051743722668636,0.1872243473012078,0.10006825220779528,0.010300905848700873,0.0,0.010300905848700873,0.0,0.0,0.005062719273144778
mode,0.0,0.7192134601985332,0.40361656053204104,0.21121064086414543,0.1623696209242324,0.7575006180996731,0.0,0.0,0.7353043734212678,0.216997601510884,1.3751925075138745,0.41589067670070407,0.0,0.13450292568500866,0.2248169652282631,0.6702088346365562,0.6657786852223259,0.714276455394794,0.0755634512267592,0.8377019370349329,0.25321956089808145,0.013965906596682842,0.6073732808916121,0.0,0.43547489332002126,0.0,0.20629469070520856,0.14881274146188644,0.013965906596682842,0.013965906596682842,0.013965906596682842,0.3282751766893777,0.523197540288984,0.28131803713112963,0.14881274146188644,0.0,0.028500472767418225,0.0,0.0,0.013965906596682842
phase,0.0,0.45008401765440137,0.193749735321123,0.15208687893999762,0.019228018932212335,0.33556262298932565,0.0,0.0,0.4334942455114723,0.2851042545368663,0.41589067670070407,0.7999137620083927,0.0,0.15208687893999756,0.27490129348396497,0.3478048840848943,0.4855651680001085,0.38027317584321685,0.10006825220779539,0.44798639738040275,0.15208687893999756,0.006185310461947244,0.2258345170251243,0.0,0.26784343705906033,0.0,0.23079949168624486,0.012589285725528504,0.006185310461947244,0.006185310461947244,0.006185310461947244,0.3040674474566833,0.3282524981005903,0.10615000706541179,0.012589285725528504,0.0,0.012589285725528504,0.0,0.0,0.006185310461947244
phaseMixin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quality,0.0,0.29327966375848186,0.11371918410539744,0.10320627323081799,0.14196498154661577,0.25961098007453065,0.0,0.0,0.1842227270835638,0.23860188216720357,0.13450292568500866,0.15208687893999756,0.0,0.5373688017813969,0.1419649815466158,0.2416348401851388,0.24917312345054743,0.30848141082301717,0.17715506958892718,0.2553932242676415,0.23281492152046496,0.1357939587515939,0.3707103971266281,0.0,0.04730739686600094,0.0,0.026119455849686793,0.13882707286825097,0.1357939587515939,0.1357939587515939,0.1357939587515939,0.06605892556190238,0.23692599375807272,0.02611945584968682,0.13882707286825097,0.0,0.008095833389801854,0.0,0.0,0.1357939587515939
quantity,0.0,0.20033210351063413,0.09097174283142152,0.23068730099112883,0.13983736101727962,0.24378438652660261,0.0,0.0,0.2364742616378676,0.20561686658379186,0.2248169652282631,0.27490129348396497,0.0,0.1419649815466158,0.4045099417736116,0.18723472720965717,0.26262717731530194,0.12675212006674538,0.1739048578707889,0.16664090456779096,0.012356333256968818,0.002935098743808609,0.32049210170573983,0.0,0.15658885770759506,0.0,0.21703636909352747,0.005968212860465713,0.002935098743808609,0.002935098743808609,0.002935098743808609,0.2022774532852698,0.21931583960238366,0.08859350949190564,0.005968212860465713,0.0,0.005968212860465713,0.0,0.0,0.002935098743808609
relator,0.0,0.7219686208551578,0.32523385659529885,0.18431249353206874,0.17693781588872404,0.6761516396388203,0.0,0.0,1.0855567492916522,0.20121764024994404,0.6702088346365562,0.3478048840848943,0.0,0.2416348401851388,0.18723472720965717,1.9513454879104406,0.865949005587466,0.6182867152483831,0.18536163589344257,0.884137539084199,0.1893290088302696,0.06763212304022335,0.6056368573254174,0.0,0.48868829847469886,0.0,0.432130393023901,0.14461403351498886,0.06763212304022335,0.06763212304022335,0.06763212304022335,0.5485189901015729,0.9460792739784758,0.26378704401702213,0.14461403351498886,0.0,0.10093359212234707,0.0,0.0,0.06763212304022335
