Stereotype,category,collective,datatype,enumeration,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type
category,1.0,0.06766110006223074,0.12904517098753115,-0.114961210921097,0.1055016955479006,0.08884688721071743,0.25650469700432754,-0.07536707771599221,0.23269504681457132,-0.11520649778986942,-0.15504554344455082,0.24806303761933435,0.19718475752660936,0.20142364386704056,0.33431921164677036
collective,0.06766110006223074,1.0,0.12161073419626028,0.00390803223816028,-0.0579724822743784,0.2187547064059389,0.1307665278631137,0.23576629674057653,-0.056404904544063286,0.12251186094526895,0.04096795340137979,-0.07422989800772227,-0.26149718648761683,0.15418637765101748,0.03453334989132377
datatype,0.12904517098753115,0.12161073419626028,1.0,0.26537488193450925,0.06318935921135524,0.11550112030173756,-0.022401272503609723,-0.002351712367122142,0.16234406774343224,-0.12498860099828783,-0.18361479766889238,-0.07893509056846695,0.1626258569419663,0.07505115853271183,0.09126904661023993
enumeration,-0.114961210921097,0.00390803223816028,0.26537488193450925,1.0,-0.014066337732981458,0.16620504826865581,-0.047437515770329695,0.053491218937922864,0.07122397513675495,0.08640376898745782,0.031024889162432397,0.019859681468090692,0.08441522389459236,0.010155127340034096,0.06938941954476474
event,0.1055016955479006,-0.0579724822743784,0.06318935921135524,-0.014066337732981458,1.0,-0.30181124093967177,0.15862357000074515,0.013645085343597086,0.13076711678327244,-0.13919548275028404,-0.14978325481967233,0.30459955776321535,0.512139280007608,-0.02831180676860171,0.3448153493327396
kind,0.08884688721071743,0.2187547064059389,0.11550112030173756,0.16620504826865581,-0.30181124093967177,1.0,0.008972629891438795,0.22825148166904874,0.09440011057619288,0.3022310104305354,0.3277426756772112,-0.3030938954840651,-0.24573577635466928,0.5315704787580192,-0.22128257334311371
mode,0.25650469700432754,0.1307665278631137,-0.022401272503609723,-0.047437515770329695,0.15862357000074515,0.008972629891438795,1.0,0.04539580225810196,0.190834927182742,0.04475614076814994,0.08407069997337627,0.1851661222541197,-0.08624560228525296,0.13037407574275572,0.19279993878082854
phase,-0.07536707771599221,0.23576629674057653,-0.002351712367122142,0.053491218937922864,0.013645085343597086,0.22825148166904874,0.04539580225810196,1.0,0.09304766523027129,0.1669627904863986,0.3316759402917444,0.0181535809660264,-0.08244139862501798,0.2682869892397218,-0.050795483060985955
quality,0.23269504681457132,-0.056404904544063286,0.16234406774343224,0.07122397513675495,0.13076711678327244,0.09440011057619288,0.190834927182742,0.09304766523027129,1.0,0.140659693639661,0.018969120433640813,0.09037915211520058,0.22627386950081768,0.28151592566490374,0.2351258820058236
relator,-0.11520649778986942,0.12251186094526895,-0.12498860099828783,0.08640376898745782,-0.13919548275028404,0.3022310104305354,0.04475614076814994,0.1669627904863986,0.140659693639661,1.0,0.34236325495148084,0.13459805814331025,-0.1667232272383247,0.1959711727400365,-0.005032779187620349
role,-0.15504554344455082,0.04096795340137979,-0.18361479766889238,0.031024889162432397,-0.14978325481967233,0.3277426756772112,0.08407069997337627,0.3316759402917444,0.018969120433640813,0.34236325495148084,1.0,0.0032518426564823915,-0.2020103081672886,0.05953680513459027,-0.1581668468596961
roleMixin,0.24806303761933435,-0.07422989800772227,-0.07893509056846695,0.019859681468090692,0.30459955776321535,-0.3030938954840651,0.1851661222541197,0.0181535809660264,0.09037915211520058,0.13459805814331025,0.0032518426564823915,1.0,0.18507412935088252,-0.09456100276852189,0.36011931263042957
situation,0.19718475752660936,-0.26149718648761683,0.1626258569419663,0.08441522389459236,0.512139280007608,-0.24573577635466928,-0.08624560228525296,-0.08244139862501798,0.22627386950081768,-0.1667232272383247,-0.2020103081672886,0.18507412935088252,1.0,-0.08725816529013672,0.14969672757098004
subkind,0.20142364386704056,0.15418637765101748,0.07505115853271183,0.010155127340034096,-0.02831180676860171,0.5315704787580192,0.13037407574275572,0.2682869892397218,0.28151592566490374,0.1959711727400365,0.05953680513459027,-0.09456100276852189,-0.08725816529013672,1.0,-0.01418503832885149
type,0.33431921164677036,0.03453334989132377,0.09126904661023993,0.06938941954476474,0.3448153493327396,-0.22128257334311371,0.19279993878082854,-0.050795483060985955,0.2351258820058236,-0.005032779187620349,-0.1581668468596961,0.36011931263042957,0.14969672757098004,-0.01418503832885149,1.0
