Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
bringsAbout,1.0,0.2753960972024054,0.31052244796142886,0.037158671330160126,0.17765662948313596,-0.008848238966486668,0.20391418815228005,0.37736142222445146,0.2792971395447729,0.3688230886047048,0.1269845161168218,-0.09403824840226843,-0.06209853927433442,0.506465821693497,0.0780343830128025,-0.0756317360462962,-0.06123817004977124,0.3258517982676289,0.7153966492032395
characterization,0.2753960972024054,1.0,0.061412813007693266,0.2837927337011976,0.17216302464171115,0.06937711592576863,0.35740346229310777,0.22198844334028514,0.29126964429963603,0.30056652321470867,0.19025310352816197,0.3818397805768552,0.23594510046486525,0.333534861379486,0.08743762968561679,0.08169227215237891,0.2333481019830996,-0.01630806614674722,0.30525564260981836
comparative,0.31052244796142886,0.061412813007693266,1.0,0.26738500166705353,0.2250594593150059,0.093754169742632,-0.10694209651842161,0.1213224163301363,-0.09197032786287009,0.04208681673063591,0.3115883635245425,0.2368834634607766,0.2093486551048977,0.18438822906664176,-0.0422102544176855,-0.052131453601091456,-0.0422102544176855,0.4652183896232143,0.0671799429368552
componentOf,0.037158671330160126,0.2837927337011976,0.26738500166705353,1.0,0.061970464580913924,0.18561208165774642,-0.012753541424891483,0.058624132182898574,0.1285216256295731,0.07923994385272336,0.39276014210542026,0.37718050412521253,0.45936626554904847,0.004311123526746892,-0.06384845296252155,0.27563092601885436,0.29026954721977644,0.14873138439134664,-0.10209347024998361
creation,0.17765662948313596,0.17216302464171115,0.2250594593150059,0.061970464580913924,1.0,0.058994005751009555,0.21561687076384004,0.38342639921559213,0.35615378078224613,0.3270710293609022,0.013820364615990694,0.20242249203178575,0.18860286800922269,0.6886539211724967,0.334336190585572,0.1296674182853683,0.06811468210059085,0.38022692713276746,0.03964018773555826
derivation,-0.008848238966486668,0.06937711592576863,0.093754169742632,0.18561208165774642,0.058994005751009555,1.0,-0.11391733025645134,-0.10146834588185237,-0.1527923201457731,-0.17880983066637668,0.5105127069671637,0.44266100892218635,0.26346801708095324,-0.039593451881299785,-0.12467308140063657,0.2100006391404569,0.20246496277045525,0.11022492527712018,0.06757542414023804
externalDependence,0.20391418815228005,0.35740346229310777,-0.10694209651842161,-0.012753541424891483,0.21561687076384004,-0.11391733025645134,1.0,0.3840891596458304,0.5256160257696942,0.4257284129792023,-0.24301359500748052,0.08908900873740724,0.11363698968145103,0.34483184917495363,0.24376562710072575,-0.0015265964191209696,0.037277209588661826,0.041050948836646284,0.25065076691261073
historicalDependence,0.37736142222445146,0.22198844334028514,0.1213224163301363,0.058624132182898574,0.38342639921559213,-0.10146834588185237,0.3840891596458304,1.0,0.5681903822755813,0.5263828549071505,-8.217834798137279e-05,0.1072059072254611,0.10568602482350282,0.5843169803110657,0.34005442234255284,0.14922634261298967,0.07730283161163759,0.07906243350484835,0.34096969034991836
instantiation,0.2792971395447729,0.29126964429963603,-0.09197032786287009,0.1285216256295731,0.35615378078224613,-0.1527923201457731,0.5256160257696942,0.5681903822755813,1.0,0.7438579405736453,-0.1108044677275153,0.09276332589197478,0.05450725166485452,0.4767705966636496,0.17881032257461266,0.020768214531989865,0.05800452282131358,0.06829166571088122,0.24787500868864534
manifestation,0.3688230886047048,0.30056652321470867,0.04208681673063591,0.07923994385272336,0.3270710293609022,-0.17880983066637668,0.4257284129792023,0.5263828549071505,0.7438579405736453,1.0,-0.12564568638958026,0.0040278836184697315,-0.022566034920180188,0.5093595964745486,-0.06123778441290636,-0.07563125976841999,-0.06123778441290636,-0.05281297420599113,0.33333708652306127
