year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,-0.7770903706550598,-9.0918412513347,36691.25057934794,-37017949.54977604
2016,none (occurrence),2015-2018,41.26140485703945,-9.0918412513347,36691.25057934794,-37017949.54977604
2017,none (occurrence),2015-2018,65.11621756851673,-9.0918412513347,36691.25057934794,-37017949.54977604
2018,none (occurrence),2015-2018,70.78734778612852,-9.0918412513347,36691.25057934794,-37017949.54977604
2015,none (model-wise),2015-2018,10.755431868135929,-4.654213043508207,18775.954188058717,-18936384.778928332
2016,none (model-wise),2015-2018,25.576841551810503,-4.654213043508207,18775.954188058717,-18936384.778928332
2017,none (model-wise),2015-2018,31.08982513844967,-4.654213043508207,18775.954188058717,-18936384.778928332
2018,none (model-wise),2015-2018,27.294382639229298,-4.654213043508207,18775.954188058717,-18936384.778928332
2019,none (occurrence),2019-2024,36.13361690379679,-2.632489043080568,10640.40051334173,-10751956.834679103
2020,none (occurrence),2019-2024,43.910885240882635,-2.632489043080568,10640.40051334173,-10751956.834679103
2021,none (occurrence),2019-2024,46.42317549698055,-2.632489043080568,10640.40051334173,-10751956.834679103
2022,none (occurrence),2019-2024,43.67048766091466,-2.632489043080568,10640.40051334173,-10751956.834679103
2023,none (occurrence),2019-2024,35.65282174386084,-2.632489043080568,10640.40051334173,-10751956.834679103
2024,none (occurrence),2019-2024,22.370177736505866,-2.632489043080568,10640.40051334173,-10751956.834679103
2019,none (model-wise),2019-2024,21.548114696750417,0.09214686947279915,-374.33977488920397,380189.6486249905
2020,none (model-wise),2019-2024,19.38954560807906,0.09214686947279915,-374.33977488920397,380189.6486249905
2021,none (model-wise),2019-2024,17.415270258497912,0.09214686947279915,-374.33977488920397,380189.6486249905
2022,none (model-wise),2019-2024,15.625288647832349,0.09214686947279915,-374.33977488920397,380189.6486249905
2023,none (model-wise),2019-2024,14.019600776140578,0.09214686947279915,-374.33977488920397,380189.6486249905
2024,none (model-wise),2019-2024,12.598206643247977,0.09214686947279915,-374.33977488920397,380189.6486249905
2015,other (occurrence),2015-2018,13.502817653119564,-4.280400330801058,17257.84864094926,-17395163.075568385
2016,other (occurrence),2015-2018,17.05772514268756,-4.280400330801058,17257.84864094926,-17395163.075568385
2017,other (occurrence),2015-2018,12.051831971853971,-4.280400330801058,17257.84864094926,-17395163.075568385
2018,other (occurrence),2015-2018,-1.5148618631064892,-4.280400330801058,17257.84864094926,-17395163.075568385
2015,other (model-wise),2015-2018,11.613407524302602,-0.9852499568733037,3971.494174815968,-4002212.6427007415
2016,other (model-wise),2015-2018,11.565006183926016,-0.9852499568733037,3971.494174815968,-4002212.6427007415
2017,other (model-wise),2015-2018,9.546104930341244,-0.9852499568733037,3971.494174815968,-4002212.6427007415
2018,other (model-wise),2015-2018,5.556703762616962,-0.9852499568733037,3971.494174815968,-4002212.6427007415
2019,other (occurrence),2019-2024,24.877119701355696,2.3222646134945535,-9393.057529448619,9498219.126947192
2020,other (occurrence),2019-2024,11.446364158764482,2.3222646134945535,-9393.057529448619,9498219.126947192
2021,other (occurrence),2019-2024,2.66013784147799,2.3222646134945535,-9393.057529448619,9498219.126947192
2022,other (occurrence),2019-2024,-1.4815592486411333,2.3222646134945535,-9393.057529448619,9498219.126947192
2023,other (occurrence),2019-2024,-0.978727113455534,2.3222646134945535,-9393.057529448619,9498219.126947192
2024,other (occurrence),2019-2024,4.168634252622724,2.3222646134945535,-9393.057529448619,9498219.126947192
2019,other (model-wise),2019-2024,14.20870767859742,0.7893174165110395,-3193.6917763111446,3230535.171793522
2020,other (model-wise),2019-2024,8.569976655766368,0.7893174165110395,-3193.6917763111446,3230535.171793522
2021,other (model-wise),2019-2024,4.509880464524031,0.7893174165110395,-3193.6917763111446,3230535.171793522
2022,other (model-wise),2019-2024,2.0284191076643765,0.7893174165110395,-3193.6917763111446,3230535.171793522
2023,other (model-wise),2019-2024,1.1255925837904215,0.7893174165110395,-3193.6917763111446,3230535.171793522
2024,other (model-wise),2019-2024,1.8014008929021657,0.7893174165110395,-3193.6917763111446,3230535.171793522
