stereotype1,stereotype2,geometric_mean_correlation
category,collective,0.2668882827967268
category,event,0.08591165848154882
category,kind,0.2405790764811389
category,mixin,0.3291248134269718
category,mode,0.49354481147251045
category,phase,0.3990309511409879
category,relator,0.16129378530311264
category,role,0.2047397793132204
category,roleMixin,0.45255370349689517
category,subkind,0.569687542831738
category,type,0.42300176934619
collective,event,0.34611789755166666
collective,kind,0.2016977028588406
collective,mixin,0.3171694735599414
collective,mode,0.4166077881321332
collective,phase,0.16853512726818884
collective,relator,0.18608771202778854
collective,role,0.12764166673366903
collective,roleMixin,0.05083783300472306
collective,subkind,0.14218014973057072
collective,type,0.22800358198307527
event,kind,0.31547496746916537
event,mixin,0.039483579161098493
event,mode,0.17852244650776053
event,phase,0.05954180062633867
event,relator,0.3286884588838749
event,role,0.07158561525058804
event,roleMixin,0.31039754132434155
event,subkind,0.04379230108930911
event,type,0.26245482491264466
kind,mixin,0.08567177981653518
kind,mode,0.10015528475105497
kind,phase,0.18000679131116495
kind,relator,0.0925684480444893
kind,role,0.5032664129995156
kind,roleMixin,0.05712746496836732
kind,subkind,0.3734687116001838
kind,type,0.04183011592853391
mixin,mode,0.41949333620162493
mixin,phase,0.4374989641245208
mixin,relator,0.1495294934780134
mixin,role,0.43486786118181164
mixin,roleMixin,0.2365056511432862
mixin,subkind,0.16027713130953802
mixin,type,0.5160674894682586
mode,phase,0.2374158392773012
mode,relator,0.23030947581592415
mode,role,0.1435533460036665
mode,roleMixin,0.5018088928455757
mode,subkind,0.29918509457597325
mode,type,0.39066477263605587
phase,relator,0.1189196379247047
phase,role,0.32502901222703906
phase,roleMixin,0.3528279979752418
phase,subkind,0.3666330506531519
phase,type,0.17900765801508098
relator,role,0.28746069844736105
relator,roleMixin,0.3292836046273531
relator,subkind,0.07954821907488832
relator,type,0.22759480055293757
role,roleMixin,0.09157502211920156
role,subkind,0.18443992616614607
role,type,0.31011926448358745
roleMixin,subkind,0.2030633095752403
roleMixin,type,0.3431188258123482
subkind,type,0.33515515724473566
