year,category,period,predicted,a (quad),b (linear),intercept
2019,none (occurrence),2019-2024,4.689659516327083,-0.534991254032775,2161.91292935834,-2184080.031434675
2020,none (occurrence),2019-2024,5.772913836874068,-0.534991254032775,2161.91292935834,-2184080.031434675
2021,none (occurrence),2019-2024,5.786185648292303,-0.534991254032775,2161.91292935834,-2184080.031434675
2022,none (occurrence),2019-2024,4.729474951978773,-0.534991254032775,2161.91292935834,-2184080.031434675
2023,none (occurrence),2019-2024,2.6027817483991385,-0.534991254032775,2161.91292935834,-2184080.031434675
2024,none (occurrence),2019-2024,-0.5938939643092453,-0.534991254032775,2161.91292935834,-2184080.031434675
2019,none (model-wise),2019-2024,0.8040450923144817,-0.3504975713026397,1416.9364021726176,-1432039.1616886228
2020,none (model-wise),2019-2024,2.0807567737065256,-0.3504975713026397,1416.9364021726176,-1432039.1616886228
2021,none (model-wise),2019-2024,2.6564733125269413,-0.3504975713026397,1416.9364021726176,-1432039.1616886228
2022,none (model-wise),2019-2024,2.5311947083100677,-0.3504975713026397,1416.9364021726176,-1432039.1616886228
2023,none (model-wise),2019-2024,1.7049209619872272,-0.3504975713026397,1416.9364021726176,-1432039.1616886228
2024,none (model-wise),2019-2024,0.17765207239426672,-0.3504975713026397,1416.9364021726176,-1432039.1616886228
2019,other (occurrence),2019-2024,3.2256049589486793,0.13019493073841204,-526.9354439925015,533164.3489660554
2020,other (occurrence),2019-2024,2.1474862188333645,0.13019493073841204,-526.9354439925015,533164.3489660554
2021,other (occurrence),2019-2024,1.3297573402523994,0.13019493073841204,-526.9354439925015,533164.3489660554
2022,other (occurrence),2019-2024,0.772418323205784,0.13019493073841204,-526.9354439925015,533164.3489660554
2023,other (occurrence),2019-2024,0.4754691675771028,0.13019493073841204,-526.9354439925015,533164.3489660554
2024,other (occurrence),2019-2024,0.4389098734827712,0.13019493073841204,-526.9354439925015,533164.3489660554
2019,other (model-wise),2019-2024,2.2806934435502626,-0.12728328555215285,514.1239020264254,-519161.25632125
2020,other (model-wise),2019-2024,2.307405124825891,-0.12728328555215285,514.1239020264254,-519161.25632125
2021,other (model-wise),2019-2024,2.0795502350083552,-0.12728328555215285,514.1239020264254,-519161.25632125
2022,other (model-wise),2019-2024,1.597128774097655,-0.12728328555215285,514.1239020264254,-519161.25632125
2023,other (model-wise),2019-2024,0.8601407420937903,-0.12728328555215285,514.1239020264254,-519161.25632125
2024,other (model-wise),2019-2024,-0.1314138610032387,-0.12728328555215285,514.1239020264254,-519161.25632125
