Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
abstract,0.0510180467801918,0.03864041855590704,0.00279843296589527,0.002062714350921188,0.0006647635386709191,0.033968560129437865,0.00032619640526384414,0.03864041855590618,0.0155688961827143,0.0017650646777053539,0.019540708837834826,0.003481213328959877,0.051018046780190986,0.024105892404731433,0.0008389864763669388,0.012829784337706235,0.010218942920455235,0.05101804678019171,0.028678652872236234,0.011286390078837201,0.03864041855590771,0.030934648758091494,0.02199278129881265,0.0004096422128272714,0.028678652872236955,0.028678652872236206,0.0032477700029196824,0.0018631828220707566,0.05101804678019256,0.03864041855590629,0.030934648758092292,0.026880839162354016,0.00904236311662758,0.0023706300290775584,0.038640418555906365,0.0002435232662544723,0.00032619640526384414,0.00016160861778833843,0.00016160861778833843,0.0007514500600402582
category,0.03864041855590704,2.207796303517066,0.3109613816761377,0.34219743222944415,0.15454314253085938,0.6443487658307809,0.08346815711426683,0.0605973295595774,0.8963898405838173,0.26724053078032783,0.63536148777026,0.4951760997644508,0.14775664979086162,0.4928392356639134,0.19117432428595604,0.6951022989170068,0.7214705763739316,0.6521779632876183,0.30092285043265565,1.0044064006793667,0.5677747851827004,0.23754446237939014,0.8161449201201456,0.11152185132935785,0.5154759402841669,0.18750698052885495,0.3402980449545354,0.28771593519535066,0.25397062790670627,0.31830384417478064,0.22187657987553072,0.6152002755724548,0.7807274414010719,0.3194585814543673,0.4235591693732194,0.051732765940250156,0.10624508574457286,0.08490616824107426,0.028907478336662414,0.16615650748759833
collective,0.00279843296589527,0.3109613816761377,0.9496921070349847,0.1541894586981391,0.0872888212416964,0.15369731689250937,0.048226542737092704,0.030850827609791895,0.3576842628381439,0.13584821403385194,0.21962293154685197,0.23996644139185472,0.04157315332657057,0.08680757281930805,0.12308145786529436,0.29471521153965197,0.334168440939237,0.19100228110381715,0.052599601129842626,0.47164284784496446,0.1943518237487286,0.03253566409239241,0.2889155919581435,0.051797634868834,0.2769539180587597,0.05130349045651734,0.17255153297499431,0.08686739499154282,0.04034688942350091,0.08696041407181423,0.044173129012549994,0.2767015687543118,0.41301869915988,0.43498743003744506,0.15342826011152533,0.008485325815176407,0.14298937452958727,0.05373604107753154,0.0056266593404148205,0.02631561362108819
datatype,0.002062714350921188,0.34219743222944415,0.1541894586981391,0.8594046894742002,0.15809789689101725,0.1954005301946972,0.034686781335580855,0.020285869286173486,0.31902815125471345,0.10536434667196135,0.20016552256676956,0.17294588236324948,0.09492190046981913,0.16674291577254652,0.060462305578275886,0.2380138600958118,0.2718300578531279,0.18047755643163677,0.11860877545092566,0.37863621276165416,0.18600873542105234,0.09173997922634712,0.21227154826164046,0.1359881882083094,0.2639561039983303,0.06653482319247023,0.06995311902828738,0.08140856017612166,0.12470757793590219,0.1518961668185681,0.053930053423159485,0.2365709033369875,0.310728600013937,0.131759612121544,0.16711036046028133,0.04222758411726213,0.05702617524353567,0.0041464532560104225,0.0796162609838739,0.052000451957449186
enumeration,0.0006647635386709191,0.15454314253085938,0.0872888212416964,0.15809789689101725,0.3934725510109635,0.09609477267231085,0.002697019140546722,0.002013152788735685,0.21990945347914503,0.08109380952646231,0.14155803974826237,0.14519177400548278,0.055227959629225,0.1022181381129554,0.12113081745865548,0.17716760399358525,0.20477808037229134,0.1461855564923362,0.06714744846656995,0.22264998784470685,0.12081446089516995,0.03703943596683738,0.1663295825700932,0.05338886951547301,0.19608565077613194,0.03740279796029092,0.08844020181115814,0.03913417287422336,0.03493977682560015,0.07946994095132742,0.025306423207110122,0.21124723086963382,0.1865328768760265,0.09235368713515847,0.0497660894680811,0.002013152788735685,0.05278767630267214,0.05160237165030865,0.05160237165030865,0.006218205256666824
event,0.033968560129437865,0.6443487658307809,0.15369731689250937,0.1954005301946972,0.09609477267231085,1.850215684059513,0.15407610367102953,0.10633549152843826,0.7149700609828364,0.1770745074222646,0.5119450822485676,0.40704350602397854,0.08459415789248223,0.39830797735894885,0.15395133136138658,0.5287349746946499,0.6135000632751034,0.6557131132159886,0.47590622001502336,0.7482192386390175,0.503477336712156,0.2758745951579975,0.6587497029997994,0.09400637261032453,0.3520380628324874,0.406004865620321,0.24975543393000704,0.3417876667603623,0.3595968135779475,0.35928491037510174,0.3024550400685171,0.5007887637966314,0.6270902743637179,0.18689259461368996,0.6652076847809855,0.10633549152843826,0.06647220559191372,0.05610604873226688,0.05799401386561449,0.2317682073845197
historicalRole,0.00032619640526384414,0.08346815711426683,0.048226542737092704,0.034686781335580855,0.002697019140546722,0.15407610367102953,0.2035866165681678,0.05151183811193974,0.12932084722245962,0.007167782510761403,0.022252835782430633,0.037197670933110265,0.002697019140546736,0.0446474161132418,0.11098476433428704,0.09486674469307231,0.10208684019467446,0.09683255759121144,0.10517877050756178,0.0820156016853258,0.05733409092169209,0.0037633372276409463,0.055238391119540264,0.03963727605172882,0.03792668013626647,0.11143580201386385,0.10177573379451768,0.04404313638896236,0.06285182829239921,0.05468255066238418,0.04147636616548083,0.06567092280904041,0.1254557094269116,0.049565056426592674,0.11770249220649975,0.0009876665999828602,0.0013230539010873205,0.0006553999495371166,0.0006553999495371166,0.003048932422381155
historicalRoleMixin,0.03864041855590618,0.0605973295595774,0.030850827609791895,0.020285869286173486,0.002013152788735685,0.10633549152843826,0.05151183811193974,0.1404344648299466,0.06230053584508745,0.005348591426094708,0.017987515064959436,0.010560355037011464,0.06999778356632624,0.018807405888498233,0.030202981680325452,0.059729572828371325,0.04455686771921347,0.07753537201963083,0.019687224861385764,0.061259219832387406,0.10391962898782407,0.020259039686034437,0.023695693442139266,0.001240380762077116,0.046660741042761265,0.09575567701403695,0.009850664781329892,0.056562578739586686,0.09395786330415401,0.11100734995490792,0.05797206862387591,0.024456315585114637,0.06908396327011997,0.02871014961659915,0.10571744269770704,0.026590462716798283,0.0009876665999828602,0.000489281002965164,0.03880350315360751,0.0022757788681303237
kind,0.0155688961827143,0.8963898405838173,0.3576842628381439,0.31902815125471345,0.21990945347914503,0.7149700609828364,0.12932084722245962,0.06230053584508745,2.7446692090341966,0.24338989258254995,0.668205044472584,0.630295603990704,0.13202084698293298,0.5430714694474246,0.19617776754388866,0.9777547718941628,1.1481680236693395,0.6469215544160449,0.2805324403245171,1.3069184953409425,0.4255504050722268,0.14740947261385595,0.8424274865098367,0.12981492165000044,0.7013612729245196,0.2496950060233747,0.49819216537584426,0.3208073450473605,0.18660315109467385,0.2580819085915984,0.1883162795778035,0.8434740906799707,0.9659968356390727,0.3144514409531049,0.42663080639572276,0.08238393386718776,0.12180482781885336,0.07122322813581126,0.04236929667651344,0.11827342413486339
mixin,0.0017650646777053539,0.26724053078032783,0.13584821403385194,0.10536434667196135,0.08109380952646231,0.1770745074222646,0.007167782510761403,0.005348591426094708,0.24338989258254995,0.6884220290589578,0.2776599128147842,0.24571182899943445,0.02006876455106406,0.14266952828786142,0.1269132693337926,0.3273478763774602,0.3585256038722465,0.24013586823155889,0.05335105984519643,0.3259796643344141,0.24841426328742694,0.01785498389367219,0.28389130625142844,0.08673156729285725,0.2640774123858592,0.02321075133155335,0.1522923288494099,0.06252969088127319,0.048532267064439895,0.0406830404202406,0.048549054989533956,0.24154548521363528,0.3785869798374577,0.1635665184684358,0.07599587315513746,0.005348591426094708,0.10517877050756184,0.1019556548918287,0.0035478088312226597,0.01417390568370979
mode,0.019540708837834826,0.63536148777026,0.21962293154685197,0.20016552256676956,0.14155803974826237,0.5119450822485676,0.022252835782430633,0.017987515064959436,0.668205044472584,0.2776599128147842,1.721336243625802,0.33720924374582834,0.10847848727515202,0.33295462510178386,0.1585684335112868,0.5783449619697651,0.6624102006799453,0.524158845627938,0.1142056504445059,0.7738699454199007,0.470068724097424,0.09563125190337513,0.8218795815421143,0.1194538889538235,0.5393015249247762,0.17549171848139078,0.2655446709974581,0.2920686831597051,0.1307025897419395,0.22427231440643874,0.2120590795525174,0.5118122994761961,0.6954485452500818,0.27371623676747037,0.25880238512388765,0.02383258311429079,0.1002393765212539,0.08957802666754339,0.010986043069198453,0.07444484622852802
phase,0.003481213328959877,0.4951760997644508,0.23996644139185472,0.17294588236324948,0.14519177400548278,0.40704350602397854,0.037197670933110265,0.010560355037011464,0.630295603990704,0.24571182899943445,0.33720924374582834,1.4036871587011082,0.12898337984705494,0.31754713427233505,0.15326030030922722,0.5365840878593331,0.6589214762200455,0.40091422232933377,0.11500323587959424,0.7641406296979241,0.205875166786544,0.06221559915743652,0.42478748557913554,0.08038622341509014,0.3725692917516294,0.13079511818844208,0.2843671375243453,0.14724962407046344,0.10208615909299656,0.12735935742343632,0.07738617903335311,0.47177383143270546,0.6215348487303544,0.20443170733033508,0.22404726858212332,0.03777407927630454,0.08299973091931576,0.07632338499880303,0.03207942753264254,0.032798744953853536
phaseMixin,0.051018046780190986,0.14775664979086162,0.04157315332657057,0.09492190046981913,0.055227959629225,0.08459415789248223,0.002697019140546736,0.06999778356632624,0.13202084698293298,0.02006876455106406,0.10847848727515202,0.12898337984705494,0.34396203811382453,0.09914037369957207,0.006943773685111364,0.08847924368620322,0.10236939698485645,0.15736688887737033,0.04083942562341124,0.13813344431322983,0.14414518997447234,0.03703943596683739,0.11470561652409933,0.0033874995557874113,0.10948610624817572,0.044134869988356154,0.02888776434868985,0.06447405513130201,0.09112000070107643,0.1656308573330022,0.03768405143139493,0.12007144679520466,0.1007430009171419,0.017566029393964476,0.06012453770161185,0.01973118684617549,0.002697019140546736,0.0013357749301579208,0.03151897362820837,0.006218205256666838
