Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
abstract,0.10210797344924892,0.06788871309225473,0.006206625116590869,0.016272259105086687,0.0013886447956514697,0.08751540122693414,0.030162657267726746,0.08200752602941273,0.03477875158016687,0.0036601004913284774,0.03953909014014577,0.010165946472952755,0.04463282771085788,0.0336694527352604,0.0018726559739650414,0.01646665172943755,0.02550071738218649,0.05009148821457968,0.03133346837459201,0.038250421166463,0.04997420680005949,0.02542067940819384,0.0021188996193182152
category,0.06788871309225473,2.1872377741284965,0.3395837729955594,0.3970657808902531,0.10740711966028628,0.7971894841532806,0.16303380969795256,0.13309567474761547,1.0496579100562335,0.1156731282120935,0.6689684087173975,0.48391900717012293,0.16897511229435325,0.6373116796018279,0.09137966888323946,0.6458732727503087,0.7950575123223281,0.5756902386628502,0.406270515766593,1.1281638777213103,0.5092532698077876,0.3450524998905831,0.15288252000616884
collective,0.006206625116590869,0.3395837729955594,0.9505963175656718,0.176728021255359,0.06108929924895172,0.30235935490408494,0.06653625814008479,0.041920507470000604,0.515507804812698,0.027610968438442615,0.25608716186771907,0.35916340370299366,0.05169605533436761,0.17025842780024308,0.10544033008766615,0.3807641615388993,0.37710008388453947,0.17200141265278607,0.06232091965944021,0.5481369683965276,0.2129016685915846,0.09377012657914624,0.051454208005103606
datatype,0.016272259105086687,0.3970657808902531,0.176728021255359,0.9420806336314078,0.152105066394681,0.33292267287964444,0.07373859013639578,0.038563007755483096,0.4671833854019631,0.05180965199856703,0.2399440749937553,0.2714460093609245,0.11448222443837754,0.209211764567936,0.08977100249885842,0.30375942368723197,0.338515136921341,0.230894409044006,0.12214423658789973,0.46309234322502496,0.1551342521311227,0.12175389701540501,0.08282328716118889
enumeration,0.0013886447956514697,0.10740711966028628,0.06108929924895172,0.152105066394681,0.3487333452199047,0.1431081010031109,0.048630394583547246,0.0042610667036649605,0.20252233808352954,0.011245830727253062,0.09992400913437843,0.14810148479747287,0.0625962078801151,0.09442824191116124,0.038918938633007376,0.14274464632970424,0.17030340998313948,0.10594029405990747,0.042890513311813795,0.21151314275188332,0.15449281715148175,0.01124583072725304,0.006504537810524305
event,0.08751540122693414,0.7971894841532806,0.30235935490408494,0.33292267287964444,0.1431081010031109,2.0512866142203103,0.3617307444312933,0.20996126665130105,1.0158547557042494,0.1111215316902015,0.7345819164148281,0.6164516817177855,0.10794324847671657,0.6211365421639298,0.2028566641665014,0.78154734582361,0.7715098597021212,0.7604825592156121,0.6127718668567336,1.0684029309790894,0.6589011677763996,0.2770661014112294,0.16873094216925044
historicalRole,0.030162657267726746,0.16303380969795256,0.06653625814008479,0.07373859013639578,0.048630394583547246,0.3617307444312933,0.4777426751672639,0.11316994923118792,0.24590728806725093,0.022789216710881244,0.13880505904839005,0.13687195877232727,0.008775993506201216,0.09668762000029985,0.10006413137267924,0.17924609097562746,0.21151206315665433,0.191946954773931,0.1312219651049602,0.25656447299662,0.17666109070806393,0.05255499489063988,0.06625113924459225
historicalRoleMixin,0.08200752602941273,0.13309567474761547,0.041920507470000604,0.038563007755483096,0.0042610667036649605,0.20996126665130105,0.11316994923118792,0.31404032557775385,0.1376643422553163,0.064241402467629,0.06406522691274547,0.03137294761806302,0.061202678690318486,0.05973522226901041,0.038918938633007376,0.10254731408459436,0.10076491255653496,0.16092817482037344,0.06647381128958152,0.14396237035746215,0.21546914184882354,0.026948005551945556,0.006504537810524298
kind,0.03477875158016687,1.0496579100562335,0.515507804812698,0.4671833854019631,0.20252233808352954,1.0158547557042494,0.24590728806725093,0.1376643422553163,2.973929107075792,0.1912974034564439,0.8967397178056167,0.8609089037367608,0.158139173572016,0.8901311179001496,0.23861483487116408,1.1916445215727978,1.315327312977432,0.7042158379305697,0.3933004212610727,1.7309961346553813,0.525661358251158,0.4267096123837281,0.24705927650248016
mixin,0.0036601004913284774,0.1156731282120935,0.027610968438442615,0.05180965199856703,0.011245830727253062,0.1111215316902015,0.022789216710881244,0.064241402467629,0.1912974034564439,0.5277278787671499,0.11365618655943723,0.10879176947997936,0.020930688179611807,0.1785376891942479,0.015422812982090278,0.13754602511414285,0.21069431859707305,0.10805136570567017,0.035789299315191044,0.25075785405096257,0.059816043403624154,0.09351733687771462,0.017185028634448818
mode,0.03953909014014577,0.6689684087173975,0.25608716186771907,0.2399440749937553,0.09992400913437843,0.7345819164148281,0.13880505904839005,0.06406522691274547,0.8967397178056167,0.11365618655943723,1.8245156955679533,0.4439295885390569,0.12801303995875019,0.5320132900220192,0.10063456196599833,0.6224035697791007,0.7420333040008446,0.46859943494355843,0.259331289346918,0.9958710949418026,0.3994201634111928,0.30512720102615776,0.1135905663881688
phase,0.010165946472952755,0.48391900717012293,0.35916340370299366,0.2714460093609245,0.14810148479747287,0.6164516817177855,0.13687195877232727,0.03137294761806302,0.8609089037367608,0.10879176947997936,0.4439295885390569,1.5843461807963697,0.13849260793421275,0.4416516249507182,0.13195078004427985,0.6646201420612491,0.8035150583203678,0.4092643026966739,0.18875367628050566,0.9636700191863156,0.25490483526859053,0.1771915354423809,0.19499232526790236
phaseMixin,0.04463282771085788,0.16897511229435325,0.05169605533436761,0.11448222443837754,0.0625962078801151,0.10794324847671657,0.008775993506201216,0.061202678690318486,0.158139173572016,0.020930688179611807,0.12801303995875019,0.13849260793421275,0.3910823849842435,0.10759213723087085,0.007754446326826384,0.10750081459979395,0.13339862325971596,0.19314017752642781,0.05915424714425452,0.17936042739760077,0.14470809026663053,0.050696466359370466,0.05063701984290279
quality,0.0336694527352604,0.6373116796018279,0.17025842780024308,0.209211764567936,0.09442824191116124,0.6211365421639298,0.09668762000029985,0.05973522226901041,0.8901311179001496,0.1785376891942479,0.5320132900220192,0.4416516249507182,0.10759213723087085,1.7485210563781843,0.07337287687387634,0.6301326543385577,0.6985117835751858,0.41267958263886384,0.2804121317357313,1.0349712650735294,0.2972670412249616,0.28708706497340175,0.1294495862722006
quantity,0.0018726559739650414,0.09137966888323946,0.10544033008766615,0.08977100249885842,0.038918938633007376,0.2028566641665014,0.10006413137267924,0.038918938633007376,0.23861483487116408,0.015422812982090278,0.10063456196599833,0.13195078004427985,0.007754446326826384,0.07337287687387634,0.37098193756440734,0.17083760155107386,0.2203863075459128,0.11591952691554734,0.08529125350465942,0.18500169635055158,0.0966714701934736,0.03900229826927728,0.05793827459965622
relator,0.01646665172943755,0.6458732727503087,0.3807641615388993,0.30375942368723197,0.14274464632970424,0.78154734582361,0.17924609097562746,0.10254731408459436,1.1916445215727978,0.13754602511414285,0.6224035697791007,0.6646201420612491,0.10750081459979395,0.6301326543385577,0.17083760155107386,2.235855771463787,0.9039152727318084,0.5868916011513531,0.28181191030658054,1.2630280276128123,0.40348745468785674,0.24710256208227901,0.16422089832560088
role,0.02550071738218649,0.7950575123223281,0.37710008388453947,0.338515136921341,0.17030340998313948,0.7715098597021212,0.21151206315665433,0.10076491255653496,1.315327312977432,0.21069431859707305,0.7420333040008446,0.8035150583203678,0.13339862325971596,0.6985117835751858,0.2203863075459128,0.9039152727318084,2.4078201796050758,0.62472630686444,0.33912499513204,1.3333181894830541,0.39246393517280753,0.4303565741711832,0.2251790741119414
roleMixin,0.05009148821457968,0.5756902386628502,0.17200141265278607,0.230894409044006,0.10594029405990747,0.7604825592156121,0.191946954773931,0.16092817482037344,0.7042158379305697,0.10805136570567017,0.46859943494355843,0.4092643026966739,0.19314017752642781,0.41267958263886384,0.11591952691554734,0.5868916011513531,0.62472630686444,1.6723811849045063,0.3462050561610926,0.7864229169351953,0.5708894933471955,0.2557397709551071,0.10757056483032615
situation,0.03133346837459201,0.406270515766593,0.06232091965944021,0.12214423658789973,0.042890513311813795,0.6127718668567336,0.1312219651049602,0.06647381128958152,0.3933004212610727,0.035789299315191044,0.259331289346918,0.18875367628050566,0.05915424714425452,0.2804121317357313,0.08529125350465942,0.28181191030658054,0.33912499513204,0.3462050561610926,0.8608455946360825,0.44117511168927137,0.2440757476280989,0.14337251798243983,0.11642942958314581
subkind,0.038250421166463,1.1281638777213103,0.5481369683965276,0.46309234322502496,0.21151314275188332,1.0684029309790894,0.25656447299662,0.14396237035746215,1.7309961346553813,0.25075785405096257,0.9958710949418026,0.9636700191863156,0.17936042739760077,1.0349712650735294,0.18500169635055158,1.2630280276128123,1.3333181894830541,0.7864229169351953,0.44117511168927137,2.8934556743024555,0.5747798162561526,0.4165820298994912,0.26045776176660085
type,0.04997420680005949,0.5092532698077876,0.2129016685915846,0.1551342521311227,0.15449281715148175,0.6589011677763996,0.17666109070806393,0.21546914184882354,0.525661358251158,0.059816043403624154,0.3994201634111928,0.25490483526859053,0.14470809026663053,0.2972670412249616,0.0966714701934736,0.40348745468785674,0.39246393517280753,0.5708894933471955,0.2440757476280989,0.5747798162561526,1.1497246628516744,0.1469727496420028,0.030663957845963465
none,0.02542067940819384,0.3450524998905831,0.09377012657914624,0.12175389701540501,0.01124583072725304,0.2770661014112294,0.05255499489063988,0.026948005551945556,0.4267096123837281,0.09351733687771462,0.30512720102615776,0.1771915354423809,0.050696466359370466,0.28708706497340175,0.03900229826927728,0.24710256208227901,0.4303565741711832,0.2557397709551071,0.14337251798243983,0.4165820298994912,0.1469727496420028,0.7359928710700279,0.06439389543081755
other,0.0021188996193182152,0.15288252000616884,0.051454208005103606,0.08282328716118889,0.006504537810524305,0.16873094216925044,0.06625113924459225,0.006504537810524298,0.24705927650248016,0.017185028634448818,0.1135905663881688,0.19499232526790236,0.05063701984290279,0.1294495862722006,0.05793827459965622,0.16422089832560088,0.2251790741119414,0.10757056483032615,0.11642942958314581,0.26045776176660085,0.030663957845963465,0.06439389543081755,0.486827372192057
