Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
abstract,1,0.011904761904761904,0.0,0.0,0.10910894511799618,0.011904761904761904,9.16515138991168,84.00000000000001,0.0,0.0,0.0,0,1,1,1.0,0.0
category,273,3.25,1.0,0.0,4.2023372727824775,17.65963855421687,1.7293388617544263,2.4656383715568024,0.0,5.0,5.0,0,17,17,1.0,16.0
collective,64,0.7619047619047619,0.0,0.0,1.7943623065607364,3.219736087205966,3.392441658963272,12.46674812571072,0.0,1.0,1.0,0,10,10,1.0,9.0
datatype,79,0.9404761904761905,0.0,0.0,2.246020258017785,5.044606999426277,3.213193234306848,11.831132954834858,0.0,0.25,0.25,0,13,13,1.0,12.0
enumeration,49,0.5833333333333334,0.0,0.0,2.812229460437504,7.908634538152614,5.530169098401863,32.30702422572744,0.0,0.0,0.0,0,20,20,2.0,18.0
event,338,4.023809523809524,0.0,0.0,9.941971623903914,98.84279977051062,5.9466620620221375,43.86780003774127,0.0,4.25,4.25,0,81,81,1.0,80.0
historicalRole,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
historicalRoleMixin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
kind,882,10.5,6.5,0.0,16.42250879679237,269.69879518072287,4.846780103825291,30.289620355073588,2.75,12.25,9.5,0,126,126,1.0,125.0
mixin,16,0.19047619047619047,0.0,0.0,0.47785137771624414,0.22834193918531265,2.555152125821682,5.968077200152825,0.0,0.0,0.0,0,2,2,1.0,1.0
mode,249,2.9642857142857144,0.5,0.0,6.974042109069215,48.63726333907058,4.529960069662357,22.864438114207424,0.0,3.0,3.0,0,42,42,1.0,41.0
phase,202,2.4047619047619047,0.0,0.0,4.182922963782731,17.496844520940908,2.006250329806045,3.453581049510065,0.0,4.0,4.0,0,17,17,1.0,16.0
phaseMixin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
quality,238,2.8333333333333335,0.0,0.0,5.481256854666392,30.04417670682731,3.061174895510506,9.874665386428777,0.0,4.0,4.0,0,27,27,1.0,26.0
quantity,11,0.13095238095238096,0.0,0.0,0.4854450673019108,0.2356569133677567,4.221303560846547,18.91991245777477,0.0,0.0,0.0,0,3,3,1.0,2.0
relator,313,3.7261904761904763,2.0,0.0,5.2534582768778275,27.598823866896154,2.5915435381267984,8.25406404884318,1.0,5.0,4.0,0,30,30,1.0,29.0
role,418,4.976190476190476,3.5,0.0,5.446290194154582,29.66207687894435,1.2591894978364782,1.0800764021277933,0.0,7.0,7.0,0,21,21,1.0,20.0
roleMixin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
situation,62,0.7380952380952381,0.0,0.0,1.9764825005948763,3.906483075157775,3.5298814175964295,14.52896458952892,0.0,0.0,0.0,0,12,12,1.0,11.0
subkind,974,11.595238095238095,4.0,0.0,17.444658828116264,304.31612162937466,2.245454806024359,5.05253027614811,1.0,17.0,16.0,0,79,79,1.0,78.0
type,80,0.9523809523809523,0.0,0.0,2.3071641274426313,5.323006310958119,2.941664209585812,9.03691889557501,0.0,0.0,0.0,0,12,12,1.0,11.0
none,135,1.6071428571428572,0.0,0.0,7.287582865912314,53.10886402753873,6.843802347221097,51.76534610650718,0.0,0.0,0.0,0,60,60,1.0,59.0
other,338,4.023809523809524,1.0,0.0,8.415384921972876,70.81870338496843,3.1744070930989703,10.429750450082935,0.0,3.0,3.0,0,44,44,1.0,43.0
